po_no,site_num,request_date
852246,311,2019-10-02
852418,803,2019-10-02
852273,220,2019-10-02
852416,924,2019-10-02
852262,305,2019-10-02
852253,909,2019-10-02
852245,826,2019-10-02
852415,222,2019-10-02
852237,610,2019-10-02
852272,309,2019-10-02
852255,624,2019-10-02
852276,818,2019-10-02
852410,212,2019-10-02
852269,923,2019-10-02
852407,307,2019-10-02
852257,235,2019-10-02
852274,607,2019-10-02
852387,215,2019-10-02
852235,910,2019-10-02
852270,212,2019-10-02
852266,318,2019-10-02
852261,824,2019-10-02
852256,209,2019-10-02
852264,816,2019-10-02
852278,1108,2019-10-02
852244,609,2019-10-02
852263,229,2019-10-02
852259,214,2019-10-02
852243,626,2019-10-02
852248,217,2019-10-02
852265,213,2019-10-02
852383,1803,2019-10-02
852250,921,2019-10-02
852258,225,2019-10-02
852239,822,2019-10-02
852285,1415,2019-10-02
852290,1827,2019-10-02
852293,1517,2019-10-02
852287,1823,2019-10-02
852291,1527,2019-10-02
852295,1809,2019-10-02
852299,1523,2019-10-02
852286,1815,2019-10-02
852284,1522,2019-10-02
852340,1803,2019-10-02
852280,1510,2019-10-02
852292,1416,2019-10-02
852234,221,2019-10-02
852282,1812,2019-10-02
852296,1810,2019-10-02
852294,1511,2019-10-02
852335,1116,2019-10-02
852297,1817,2019-10-02
852320,1104,2019-10-02
852312,1504,2019-10-02
852279,1829,2019-10-02
852313,1529,2019-10-02
852289,1805,2019-10-02
852281,1816,2019-10-02
852300,1814,2019-10-02
852055,1107,2019-10-01
852085,827,2019-10-01
852050,809,2019-10-01
852091,617,2019-10-01
852095,208,2019-10-01
852060,919,2019-10-01
852080,911,2019-10-01
852063,206,2019-10-01
852098,1103,2019-10-02
852054,811,2019-10-01
852224,314,2019-10-01
852086,620,2019-10-01
852061,1117,2019-10-01
852081,303,2019-10-02
852229,1116,2019-10-01
852068,821,2019-10-01
852089,814,2019-10-01
852075,228,2019-10-01
852051,810,2019-10-01
852088,808,2019-10-01
852082,313,2019-10-01
852099,205,2019-10-01
852072,1105,2019-10-01
852053,912,2019-10-01
852067,204,2019-10-01
852071,304,2019-10-01
852094,1106,2019-10-01
852069,908,2019-10-01
852064,905,2019-10-01
852079,925,2019-10-01
852059,306,2019-10-01
852084,603,2019-10-01
852057,627,2019-10-01
852058,614,2019-10-01
852078,823,2019-10-01
852093,622,2019-10-01
852171,1116,2019-10-01
852083,828,2019-10-01
852090,213,2019-10-01
852119,1412,2019-10-01
852118,1607,2019-10-01
852101,1821,2019-10-01
852112,1806,2019-10-01
852106,1618,2019-10-01
852115,1403,2019-10-01
852102,1813,2019-10-01
852113,1604,2019-10-01
852103,1405,2019-10-01
852111,1832,2019-10-01
852107,1411,2019-10-01
852110,1406,2019-10-01
852104,1606,2019-10-01
852092,819,2019-10-01
852116,1409,2019-10-01
852141,824,2019-10-01
852100,1605,2019-10-01
852065,913,2019-10-01
852074,805,2019-10-01
852114,1811,2019-10-01
852052,1114,2019-10-01
852108,1610,2019-10-01
852105,1603,2019-10-01
852049,625,2019-09-30
852046,920,2019-09-30
852028,1404,2019-09-29
852042,609,2019-09-29
852018,216,2019-09-29
852017,204,2019-09-29
852021,1119,2019-09-29
852022,318,2019-09-29
852024,210,2019-09-29
852023,309,2019-09-29
852019,820,2019-09-29
852016,822,2019-09-29
851899,604,2019-09-28
851893,909,2019-09-28
851903,612,2019-09-28
851907,220,2019-09-28
851890,219,2019-09-28
852005,215,2019-09-28
851900,305,2019-09-28
851894,624,2019-09-28
851956,824,2019-09-28
851895,209,2019-09-28
851909,315,2019-09-28
851897,308,2019-09-28
851877,1120,2019-09-28
851883,922,2019-09-28
851880,610,2019-09-28
851879,924,2019-09-28
851887,311,2019-09-28
851884,623,2019-09-28
851906,923,2019-09-28
851885,626,2019-09-28
851991,307,2019-09-28
851904,222,2019-09-28
851882,605,2019-09-28
851886,826,2019-09-28
851888,217,2019-09-28
851876,221,2019-09-28
851901,816,2019-09-28
851889,921,2019-09-28
851902,1116,2019-09-28
851891,231,2019-09-28
851896,230,2019-09-28
851908,607,2019-09-28
851950,1803,2019-09-28
851878,619,2019-09-28
851939,1806,2019-09-28
851933,207,2019-09-28
851685,807,2019-09-27
851658,809,2019-09-27
851681,228,2019-09-27
851874,314,2019-09-27
851680,226,2019-09-27
851671,919,2019-09-27
851660,810,2019-09-27
851689,225,2019-09-27
851667,616,2019-09-27
851663,1107,2019-09-27
851866,1116,2019-09-27
851679,1105,2019-09-27
851865,803,2019-09-27
851690,620,2019-09-27
851862,207,2019-09-27
851860,212,2019-09-27
851662,912,2019-09-27
851686,235,2019-09-27
851666,1118,2019-09-27
851695,212,2019-09-27
851699,818,2019-09-27
851694,617,2019-09-27
851853,606,2019-09-27
851834,211,2019-09-27
851673,905,2019-09-27
851684,911,2019-09-27
851682,806,2019-09-27
851668,614,2019-09-27
851669,306,2019-09-27
851664,910,2019-09-27
851675,609,2019-09-27
851692,214,2019-09-27
851683,925,2019-09-27
851659,812,2019-09-27
851688,1123,2019-09-27
851677,908,2019-09-27
851821,616,2019-09-27
851808,1116,2019-09-27
851665,1115,2019-09-30
851800,1803,2019-09-27
851696,208,2019-09-27
851706,1522,2019-09-27
851722,1829,2019-09-27
851713,1827,2019-09-27
851718,1809,2019-09-27
851710,1523,2019-09-27
851715,1416,2019-09-27
851714,1527,2019-09-27
851705,1503,2019-09-27
851707,1415,2019-09-27
851770,1105,2019-09-27
851708,1815,2019-09-27
851771,1803,2019-09-27
851719,1803,2019-09-27
851749,1504,2019-09-27
851717,1511,2019-09-27
851674,913,2019-09-27
851746,1817,2019-09-27
851745,1814,2019-09-27
851716,1517,2019-09-27
851702,1510,2019-09-27
851734,1529,2019-09-27
851661,1114,2019-09-27
851703,1816,2019-09-27
851704,1812,2019-09-27
851712,1805,2019-09-27
851720,1810,2019-09-27
851723,1806,2019-09-27
851511,805,2019-09-26
851522,604,2019-09-26
851497,1107,2019-09-26
851507,821,2019-09-26
851533,1103,2019-09-27
851519,827,2019-09-26
851503,1117,2019-09-26
851512,611,2019-09-26
851514,303,2019-09-26
851520,1119,2019-09-26
851521,814,2019-09-26
851499,619,2019-09-26
851517,230,2019-09-26
851652,622,2019-09-26
851526,612,2019-09-26
851647,805,2019-09-26
851509,1105,2019-09-26
851648,818,2019-09-26
851532,818,2019-09-26
851496,811,2019-09-26
851500,614,2019-09-26
851504,1104,2019-09-26
851505,206,2019-09-26
851610,205,2019-09-26
851531,804,2019-09-26
851513,806,2019-09-26
851631,625,2019-09-26
851506,204,2019-09-26
851529,1106,2019-09-26
851525,318,2019-09-26
851516,313,2019-09-26
851491,809,2019-09-26
851518,603,2019-09-26
851492,628,2019-09-26
851502,605,2019-09-26
851623,808,2019-09-26
851501,306,2019-09-26
851508,304,2019-09-26
851584,823,2019-09-26
851602,213,2019-09-26
851523,1116,2019-09-26
851498,627,2019-09-26
851571,1123,2019-09-26
851587,1116,2019-09-26
851515,231,2019-09-26
851537,1405,2019-09-26
851552,1412,2019-09-26
851545,1806,2019-09-26
851555,1618,2019-09-26
851546,1604,2019-09-26
851548,1403,2019-09-26
851524,213,2019-09-26
851551,1607,2019-09-26
851535,1821,2019-09-26
851538,1606,2019-09-26
851536,1813,2019-09-26
851534,1605,2019-09-26
851543,1406,2019-09-26
851544,1832,2019-09-26
851549,1409,2019-09-26
851547,1811,2019-09-26
851562,1806,2019-09-26
851542,1404,2019-09-26
851540,1411,2019-09-26
851541,1610,2019-09-26
851494,1114,2019-09-26
851550,1819,2019-09-26
851539,1603,2019-09-26
851271,813,2019-09-25
851272,922,2019-09-25
851305,315,2019-09-25
851278,216,2019-09-25
851307,210,2019-09-25
851302,208,2019-09-25
851269,616,2019-09-25
851304,607,2019-09-25
851487,309,2019-09-25
851277,311,2019-09-25
851303,220,2019-09-25
851288,225,2019-09-25
851283,909,2019-09-25
851266,1118,2019-09-25
851298,803,2019-09-25
851290,308,2019-09-25
851270,822,2019-09-25
851279,820,2019-09-25
851483,222,2019-09-25
851267,924,2019-09-25
851299,923,2019-09-25
851285,624,2019-09-25
851275,609,2019-09-25
851281,219,2019-09-25
851287,235,2019-09-25
851480,307,2019-09-25
851273,623,2019-09-25
851308,1108,2019-09-25
851263,812,2019-09-25
851292,305,2019-09-25
851300,212,2019-09-25
851276,826,2019-09-25
851280,921,2019-09-25
851264,221,2019-09-25
851450,215,2019-09-25
851291,824,2019-09-25
851464,217,2019-09-25
851294,816,2019-09-25
851289,214,2019-09-25
851265,910,2019-09-25
851293,229,2019-09-25
851301,207,2019-09-25
851274,626,2019-09-25
851296,318,2019-09-25
851286,209,2019-09-25
851284,807,2019-09-25
851425,616,2019-09-24
851268,610,2019-09-25
851391,231,2019-09-25
851321,1827,2019-09-25
851318,1523,2019-09-25
851313,1503,2019-09-25
851314,1522,2019-09-25
851324,1517,2019-09-25
851316,1815,2019-09-25
851323,1416,2019-09-25
851315,1415,2019-09-25
851378,1817,2019-09-25
851312,1812,2019-09-25
851322,1527,2019-09-25
851310,1510,2019-09-25
851306,818,2019-09-25
851337,1803,2019-09-25
851325,1511,2019-09-25
851364,1504,2019-09-25
851309,1829,2019-09-25
851311,1816,2019-09-25
851320,1805,2019-09-25
851328,1810,2019-09-25
851326,1814,2019-09-25
851331,1529,2019-09-25
851101,611,2019-09-24
851084,919,2019-09-24
851115,617,2019-09-24
851088,905,2019-09-24
851254,314,2019-09-24
851113,814,2019-09-24
851079,1107,2019-09-24
851122,1103,2019-09-25
851080,1115,2019-09-24
851097,226,2019-09-24
851099,228,2019-09-24
851104,911,2019-09-24
851251,811,2019-09-24
851086,1104,2019-09-24
851110,620,2019-09-24
851112,808,2019-09-24
851078,912,2019-09-24
851082,614,2019-09-24
851108,603,2019-09-24
851106,313,2019-09-24
851092,821,2019-09-24
851087,206,2019-09-24
851109,827,2019-09-24
851105,303,2019-09-24
851091,204,2019-09-24
851123,205,2019-09-24
851095,304,2019-09-24
851121,804,2019-09-24
851083,306,2019-09-24
851096,1105,2019-09-24
851199,211,2019-09-24
851103,925,2019-09-24
851118,1106,2019-09-24
851107,828,2019-09-24
851076,810,2019-09-24
851117,622,2019-09-24
851075,809,2019-09-24
851114,213,2019-09-24
851102,823,2019-09-24
851100,625,2019-09-24
851209,908,2019-09-24
851081,627,2019-09-24
851143,1412,2019-09-24
851137,1604,2019-09-24
851130,1618,2019-09-24
851139,1403,2019-09-24
851131,1411,2019-09-24
851127,1405,2019-09-24
851126,1813,2019-09-24
851142,1607,2019-09-24
851136,1806,2019-09-24
851140,1409,2019-09-24
851128,1606,2019-09-24
851125,1821,2019-09-24
851134,1406,2019-09-24
851124,1605,2019-09-24
851089,913,2019-09-24
851132,1610,2019-09-24
851098,805,2019-09-24
851116,819,2019-09-24
851077,1114,2019-09-24
851129,1603,2019-09-24
851141,1819,2019-09-24
855267,822,2019-10-20
855278,1404,2019-10-20
855270,820,2019-10-20
855299,609,2019-10-20
855269,216,2019-10-20
855271,806,2019-10-20
855266,812,2019-10-20
855275,210,2019-10-20
855272,1119,2019-10-20
855274,309,2019-10-20
855292,920,2019-10-20
855273,318,2019-10-20
855283,1803,2019-10-20
855268,204,2019-10-20
855153,604,2019-10-19
855161,220,2019-10-19
855147,909,2019-10-19
855154,305,2019-10-19
855250,215,2019-10-19
855157,612,2019-10-19
855141,311,2019-10-19
855144,219,2019-10-19
855148,624,2019-10-19
855152,824,2019-10-19
855265,811,2019-10-19
855145,231,2019-10-19
855138,623,2019-10-19
855151,308,2019-10-19
855134,610,2019-10-19
855137,922,2019-10-19
855149,209,2019-10-19
855142,217,2019-10-19
855143,921,2019-10-19
855150,230,2019-10-19
855133,924,2019-10-19
855130,221,2019-10-19
855129,628,2019-10-19
855155,816,2019-10-19
855139,626,2019-10-19
855136,605,2019-10-19
855132,619,2019-10-19
855160,923,2019-10-19
855163,315,2019-10-19
855235,1803,2019-10-19
855162,607,2019-10-19
855186,1803,2019-10-19
855182,619,2019-10-19
855177,919,2019-10-19
855175,619,2019-10-19
855166,1829,2019-10-19
854921,809,2019-10-18
854947,807,2019-10-18
854956,617,2019-10-18
855122,803,2019-10-18
854932,813,2019-10-18
854925,1107,2019-10-18
854951,620,2019-10-18
854935,905,2019-10-18
854930,614,2019-10-18
854959,804,2019-10-18
855119,314,2019-10-18
854924,912,2019-10-18
854948,235,2019-10-18
855114,212,2019-10-18
854928,1118,2019-10-18
854953,214,2019-10-18
854950,225,2019-10-18
855110,1803,2019-10-18
854945,925,2019-10-18
854941,1105,2019-10-18
854949,828,2019-10-18
854954,229,2019-10-18
855098,222,2019-10-18
854962,205,2019-10-18
855091,1812,2019-10-18
854931,306,2019-10-18
854934,1117,2019-10-18
854926,910,2019-10-18
854939,908,2019-10-18
854937,609,2019-10-18
854927,1115,2019-10-21
854944,806,2019-10-18
854943,228,2019-10-18
855001,1123,2019-10-18
855070,1803,2019-10-18
855066,1827,2019-10-18
854960,818,2019-10-18
855019,1811,2019-10-18
854972,1827,2019-10-18
854967,1503,2019-10-18
854982,1523,2019-10-18
854968,1522,2019-10-18
854973,1527,2019-10-18
855026,1809,2019-10-18
855005,805,2019-10-18
854974,1517,2019-10-18
854979,1810,2019-10-18
855021,1803,2019-10-18
854978,1803,2019-10-18
855020,1416,2019-10-18
854957,208,2019-10-18
854984,1829,2019-10-18
854923,1114,2019-10-18
854975,1511,2019-10-18
855009,1817,2019-10-18
854994,1105,2019-10-18
854971,1805,2019-10-18
854964,1510,2019-10-18
854989,1504,2019-10-18
854936,913,2019-10-18
854976,1814,2019-10-18
854966,1812,2019-10-18
854987,1529,2019-10-18
854874,211,2019-10-17
854752,819,2019-10-17
854727,614,2019-10-17
854724,1107,2019-10-17
854748,604,2019-10-17
854914,827,2019-10-17
854741,303,2019-10-17
854731,1104,2019-10-17
854739,611,2019-10-17
854909,821,2019-10-17
854743,313,2019-10-17
854737,805,2019-10-17
854726,619,2019-10-17
854745,603,2019-10-17
854734,304,2019-10-17
854884,1106,2019-10-17
854757,1103,2019-10-17
854719,628,2019-10-17
854736,226,2019-10-17
854904,809,2019-10-17
854742,231,2019-10-17
854755,804,2019-10-17
854750,318,2019-10-17
854738,625,2019-10-17
854890,207,2019-10-17
854866,205,2019-10-17
854733,204,2019-10-17
854889,808,2019-10-17
854725,627,2019-10-17
854753,622,2019-10-17
854729,605,2019-10-17
854881,823,2019-10-17
854817,617,2019-10-17
854720,810,2019-10-17
854728,306,2019-10-17
854756,818,2019-10-17
854732,206,2019-10-17
854751,612,2019-10-17
854740,806,2019-10-17
854806,1123,2019-10-17
854721,1114,2019-10-17
854831,823,2019-10-17
854749,1116,2019-10-17
854774,1412,2019-10-17
854744,230,2019-10-17
854758,1821,2019-10-17
854760,1405,2019-10-17
854764,1411,2019-10-17
854763,1618,2019-10-17
854771,1403,2019-10-17
854766,1406,2019-10-17
854761,1606,2019-10-17
854770,1811,2019-10-17
854813,1803,2019-10-17
854768,1806,2019-10-17
854767,1832,2019-10-17
854773,1607,2019-10-17
854769,1604,2019-10-17
854765,1404,2019-10-17
854796,1409,2019-10-17
854762,1603,2019-10-17
854503,812,2019-10-16
854709,216,2019-10-16
854526,235,2019-10-16
854544,315,2019-10-16
854546,210,2019-10-16
854506,1118,2019-10-16
854537,803,2019-10-16
854520,219,2019-10-16
854510,813,2019-10-16
854516,311,2019-10-16
854508,616,2019-10-16
854529,308,2019-10-16
854511,922,2019-10-16
854522,909,2019-10-16
854710,307,2019-10-16
854514,609,2019-10-16
854541,309,2019-10-16
854536,222,2019-10-16
854507,924,2019-10-16
854515,826,2019-10-16
854531,305,2019-10-16
854527,225,2019-10-16
854539,212,2019-10-16
854513,626,2019-10-16
854661,215,2019-10-16
854535,318,2019-10-16
854542,220,2019-10-16
854693,1803,2019-10-16
854519,921,2019-10-16
854533,816,2019-10-16
854504,221,2019-10-16
854505,910,2019-10-16
854534,213,2019-10-16
854528,214,2019-10-16
854547,1108,2019-10-16
854683,1803,2019-10-16
854543,607,2019-10-16
854530,824,2019-10-16
854524,624,2019-10-16
854532,229,2019-10-16
854525,209,2019-10-16
854523,807,2019-10-16
854517,217,2019-10-16
854518,820,2019-10-16
854545,818,2019-10-16
854555,1815,2019-10-16
854552,1503,2019-10-16
854553,1522,2019-10-16
854565,1809,2019-10-16
854562,1517,2019-10-16
854566,1803,2019-10-16
854569,1523,2019-10-16
854561,1416,2019-10-16
854560,1527,2019-10-16
854559,1827,2019-10-16
854575,1806,2019-10-16
854556,1823,2019-10-16
854554,1415,2019-10-16
854540,208,2019-10-16
854551,1812,2019-10-16
854548,1829,2019-10-16
854589,1817,2019-10-16
854567,1810,2019-10-16
854549,1510,2019-10-16
854576,1504,2019-10-16
854563,1511,2019-10-16
854558,1805,2019-10-16
854573,1529,2019-10-16
854564,1814,2019-10-16
854204,814,2019-10-15
854177,919,2019-10-15
854499,812,2019-10-15
854200,827,2019-10-15
854170,912,2019-10-15
854171,811,2019-10-15
854192,611,2019-10-15
854212,1103,2019-10-15
854179,1104,2019-10-15
854195,911,2019-10-15
854203,808,2019-10-15
854191,625,2019-10-15
854172,1107,2019-10-15
854194,925,2019-10-15
854196,303,2019-10-16
854181,905,2019-10-15
854175,614,2019-10-15
854189,226,2019-10-15
854180,206,2019-10-15
854169,1114,2019-10-15
854188,1105,2019-10-15
854197,313,2019-10-15
854492,314,2019-10-15
854198,828,2019-10-15
854208,622,2019-10-15
854201,620,2019-10-15
854211,804,2019-10-15
854187,304,2019-10-15
854468,821,2019-10-15
854183,606,2019-10-15
854184,204,2019-10-15
854209,1106,2019-10-15
854167,809,2019-10-15
854213,205,2019-10-15
854178,1117,2019-10-15
854173,1115,2019-10-15
854176,306,2019-10-15
854185,908,2019-10-15
854477,1803,2019-10-15
854168,810,2019-10-15
854207,819,2019-10-15
854206,617,2019-10-15
854337,1105,2019-10-15
854174,627,2019-10-15
854193,823,2019-10-15
854307,628,2019-10-14
854217,1405,2019-10-15
854215,1821,2019-10-15
854199,603,2019-10-15
854297,207,2019-10-15
854229,1403,2019-10-15
854220,1618,2019-10-15
854227,1604,2019-10-15
854233,1412,2019-10-15
854230,1409,2019-10-15
854232,1607,2019-10-15
854214,1605,2019-10-15
854182,913,2019-10-15
854244,211,2019-10-15
854221,1411,2019-10-15
854216,1813,2019-10-15
854226,1806,2019-10-15
854222,1610,2019-10-15
854218,1606,2019-10-15
854190,805,2019-10-15
854225,1832,2019-10-15
854224,1406,2019-10-15
854228,1811,2019-10-15
854219,1603,2019-10-15
854239,1819,2019-10-15
854155,920,2019-10-14
854131,1404,2019-10-13
854152,609,2019-10-13
854123,216,2019-10-13
854126,1119,2019-10-13
854124,820,2019-10-13
854128,309,2019-10-13
854122,204,2019-10-13
854134,215,2019-10-13
854143,219,2019-10-13
854129,210,2019-10-13
854127,318,2019-10-13
854121,822,2019-10-13
854125,806,2019-10-13
853971,1120,2019-10-12
853993,604,2019-10-12
853987,909,2019-10-12
854001,220,2019-10-12
853994,305,2019-10-12
853988,624,2019-10-12
853997,612,2019-10-12
853979,626,2019-10-12
853992,824,2019-10-12
853977,922,2019-10-12
853978,623,2019-10-12
853969,628,2019-10-12
853991,308,2019-10-12
854003,315,2019-10-12
853985,231,2019-10-12
853995,816,2019-10-12
853981,311,2019-10-12
854000,923,2019-10-12
853974,610,2019-10-12
854113,222,2019-10-12
853973,924,2019-10-12
853980,826,2019-10-12
853989,209,2019-10-12
853983,921,2019-10-12
853976,605,2019-10-12
853990,230,2019-10-12
853972,619,2019-10-12
853970,221,2019-10-12
854002,607,2019-10-12
854086,628,2019-10-11
853996,1116,2019-10-12
854056,1806,2019-10-12
854050,307,2019-10-12
854024,1104,2019-10-12
854013,628,2019-10-11
853764,813,2019-10-11
853752,809,2019-10-11
853780,225,2019-10-11
853766,905,2019-10-11
853788,208,2019-10-11
853754,810,2019-10-11
853762,614,2019-10-11
853772,226,2019-10-11
853962,205,2019-10-11
853756,912,2019-10-11
853761,616,2019-10-11
853760,1118,2019-10-11
853777,235,2019-10-11
853787,212,2019-10-11
853771,1105,2019-10-11
853783,214,2019-10-11
853790,804,2019-10-11
853949,314,2019-10-11
853942,1115,2019-10-14
853948,803,2019-10-11
853776,911,2019-10-11
853758,910,2019-10-11
853939,807,2019-10-11
853781,620,2019-10-11
853775,925,2019-10-11
853778,828,2019-10-11
853763,306,2019-10-11
853924,228,2019-10-11
853768,609,2019-10-11
853759,1115,2019-10-14
853773,228,2019-10-11
853902,805,2019-10-11
853906,1803,2019-10-11
853779,1123,2019-10-11
853896,1806,2019-10-11
853767,913,2019-10-11
853874,628,2019-10-10
853785,213,2019-10-11
853862,805,2019-10-11
853807,1517,2019-10-11
853799,1815,2019-10-11
853800,1823,2019-10-11
853797,1522,2019-10-11
853806,1416,2019-10-11
853853,1816,2019-10-11
853854,1812,2019-10-11
853793,1829,2019-10-11
853838,811,2019-10-10
853811,1803,2019-10-11
853755,1114,2019-10-11
853796,1503,2019-10-11
853798,1415,2019-10-11
853801,1523,2019-10-11
853827,1504,2019-10-11
853795,1816,2019-10-11
853808,1511,2019-10-11
853803,1805,2019-10-11
853823,1810,2019-10-11
853794,1510,2019-10-11
853819,1529,2019-10-11
853809,1814,2019-10-11
853583,604,2019-10-10
853554,811,2019-10-10
853573,303,2019-10-10
853746,1103,2019-10-10
853593,1103,2019-10-10
853556,627,2019-10-10
853555,1107,2019-10-10
853581,808,2019-10-10
853571,611,2019-10-10
853582,814,2019-10-10
853580,1119,2019-10-10
853585,318,2019-10-10
853570,625,2019-10-10
853576,230,2019-10-10
853561,1117,2019-10-10
853742,1116,2019-10-10
853587,617,2019-10-10
853594,205,2019-10-10
853567,1105,2019-10-10
853591,804,2019-10-10
853737,311,2019-10-10
853697,211,2019-10-10
853564,204,2019-10-10
853565,821,2019-10-10
853589,622,2019-10-10
853577,603,2019-10-10
853721,1106,2019-10-10
853557,619,2019-10-10
853563,206,2019-10-10
853575,313,2019-10-10
853559,306,2019-10-10
853592,818,2019-10-10
853560,605,2019-10-10
853549,809,2019-10-10
853550,628,2019-10-10
853553,1120,2019-10-10
853645,823,2019-10-10
853558,614,2019-10-10
853682,607,2019-10-10
853572,806,2019-10-10
853676,1803,2019-10-10
853569,805,2019-10-10
853674,827,2019-10-10
853566,304,2019-10-10
853579,1123,2019-10-10
853578,827,2019-10-10
853598,1405,2019-10-10
853646,1811,2019-10-10
853601,1618,2019-10-10
853613,1412,2019-10-10
853612,1607,2019-10-10
853602,1411,2019-10-10
853633,1411,2019-10-10
853638,1120,2019-10-09
853599,1606,2019-10-10
853609,1403,2019-10-10
853574,231,2019-10-10
853607,1806,2019-10-10
853552,1114,2019-10-10
853608,1604,2019-10-10
853610,1409,2019-10-10
853605,1406,2019-10-10
853584,1116,2019-10-10
853586,612,2019-10-10
853604,1404,2019-10-10
853606,1832,2019-10-10
853603,1610,2019-10-10
853611,1819,2019-10-10
853600,1603,2019-10-10
853310,217,2019-10-09
853300,610,2019-10-09
853527,1821,2019-10-09
853543,922,2019-10-09
853313,219,2019-10-09
853303,813,2019-10-09
853338,315,2019-10-09
853309,216,2019-10-09
853298,1118,2019-10-09
853335,309,2019-10-09
853322,308,2019-10-09
853315,909,2019-10-09
853307,826,2019-10-09
853330,803,2019-10-09
853299,924,2019-10-09
853319,235,2019-10-09
853341,1108,2019-10-09
853337,607,2019-10-09
853308,311,2019-10-09
853533,225,2019-10-09
853334,208,2019-10-09
853295,812,2019-10-09
853328,318,2019-10-09
853332,212,2019-10-09
853331,923,2019-10-09
853304,623,2019-10-09
853324,305,2019-10-09
853484,215,2019-10-09
853340,210,2019-10-09
853297,910,2019-10-09
853511,824,2019-10-09
853311,820,2019-10-09
853321,214,2019-10-09
853326,816,2019-10-09
853312,921,2019-10-09
853296,221,2019-10-09
853325,229,2019-10-09
853327,213,2019-10-09
853318,209,2019-10-09
853317,624,2019-10-09
853306,609,2019-10-09
853302,822,2019-10-09
853305,626,2019-10-09
853345,1503,2019-10-09
853350,1523,2019-10-09
853346,1522,2019-10-09
853333,207,2019-10-09
853339,818,2019-10-09
853353,1827,2019-10-09
853347,1415,2019-10-09
853412,1103,2019-10-09
853355,1416,2019-10-09
853348,1815,2019-10-09
853356,1517,2019-10-09
853406,1810,2019-10-09
853342,1829,2019-10-09
853362,1817,2019-10-09
853359,1809,2019-10-09
853394,1504,2019-10-09
853357,1511,2019-10-09
853396,1812,2019-10-09
853354,1527,2019-10-09
853361,1810,2019-10-09
853379,1105,2019-10-09
853343,1510,2019-10-09
853344,1816,2019-10-09
853358,1814,2019-10-09
853367,1529,2019-10-09
853352,1805,2019-10-09
853291,807,2019-10-08
853088,919,2019-10-08
853082,811,2019-10-08
853293,619,2019-10-08
853092,905,2019-10-08
853117,814,2019-10-08
853288,314,2019-10-08
853084,1115,2019-10-08
853114,620,2019-10-08
853109,303,2019-10-09
853083,1107,2019-10-08
853100,1105,2019-10-08
853087,306,2019-10-08
853085,627,2019-10-08
853081,912,2019-10-08
853104,625,2019-10-08
853119,617,2019-10-08
853110,313,2019-10-08
853116,808,2019-10-08
853105,611,2019-10-08
853126,205,2019-10-08
853094,606,2019-10-08
853096,821,2019-10-08
853099,304,2019-10-08
853249,211,2019-10-08
853091,206,2019-10-08
853122,1106,2019-10-08
853124,804,2019-10-08
853125,1103,2019-10-08
853097,908,2019-10-08
853095,204,2019-10-08
853258,911,2019-10-08
853107,925,2019-10-08
853079,810,2019-10-08
853101,226,2019-10-08
853078,809,2019-10-08
853121,622,2019-10-08
853093,913,2019-10-08
853112,603,2019-10-08
853139,1806,2019-10-08
853113,827,2019-10-08
853106,823,2019-10-08
853146,1412,2019-10-08
853090,1104,2019-10-08
853120,819,2019-10-08
853129,1813,2019-10-08
853133,1618,2019-10-08
853145,1607,2019-10-08
853118,213,2019-10-08
853128,1821,2019-10-08
853134,1411,2019-10-08
853143,1409,2019-10-08
853142,1403,2019-10-08
853141,1811,2019-10-08
853135,1610,2019-10-08
853127,1605,2019-10-08
853130,1405,2019-10-08
853131,1606,2019-10-08
853140,1604,2019-10-08
853137,1406,2019-10-08
853102,805,2019-10-08
853138,1832,2019-10-08
853080,1114,2019-10-08
853144,1819,2019-10-08
853132,1603,2019-10-08
857397,805,2019-11-04
857349,1404,2019-11-03
857321,216,2019-11-03
857395,307,2019-11-03
857325,318,2019-11-03
857324,1119,2019-11-03
857326,309,2019-11-03
857386,609,2019-11-03
857327,210,2019-11-03
857347,215,2019-11-03
857322,820,2019-11-03
857320,822,2019-11-03
857323,806,2019-11-03
857330,204,2019-11-03
857205,604,2019-11-02
857199,909,2019-11-02
857206,305,2019-11-02
857213,220,2019-11-02
857196,219,2019-11-02
857200,624,2019-11-02
857215,315,2019-11-02
857209,612,2019-11-02
857204,824,2019-11-02
857183,1120,2019-11-02
857201,209,2019-11-02
857193,311,2019-11-02
857189,922,2019-11-02
857203,308,2019-11-02
857186,610,2019-11-02
857212,923,2019-11-02
857185,924,2019-11-02
857195,921,2019-11-02
857208,1116,2019-11-02
857188,605,2019-11-02
857207,816,2019-11-02
857184,619,2019-11-02
857210,222,2019-11-02
857182,221,2019-11-02
857197,231,2019-11-02
857202,230,2019-11-02
857294,809,2019-11-02
857194,217,2019-11-02
857190,623,2019-11-02
857214,607,2019-11-02
857191,626,2019-11-02
857181,628,2019-11-02
857243,1803,2019-11-02
857028,1527,2019-11-01
856973,812,2019-11-01
857010,208,2019-11-01
856985,919,2019-11-01
857180,803,2019-11-01
857179,818,2019-11-01
856980,1118,2019-11-01
857012,804,2019-11-01
857003,620,2019-11-01
856993,226,2019-11-01
857173,314,2019-11-01
856977,1107,2019-11-01
856988,609,2019-11-01
856976,912,2019-11-01
856982,614,2019-11-01
856989,606,2019-11-01
857005,214,2019-11-01
