"","warehouse","site_no","po_no","mfg_cd","description","eaches_qty","date"
"16858",7501,313,839140,NA,NA,4,"07082019"
"16859",7501,313,839140,"023610P0","TanBlouseP0",4,"07082019"
"16860",7501,313,839140,"023610P6","TanBlouseP6",4,"07082019"
"16861",7501,313,839140,"023610P8","TanBlouseP8",5,"07082019"
"16862",7501,313,839140,"023801P2","RedSlacksP2",4,"07082019"
"16863",7501,313,839140,"024003P10","BlackLeggingsP10",4,"07082019"
"16864",7501,314,839145,"023401P6","RedDressP6",10,"07082019"
"16865",7501,314,839145,"024007P0","PurpleLeggingsP0",16,"07082019"
"16866",7501,314,839145,"023403P8","BlackDressP8",4,"07082019"
"16867",7501,314,839145,"024409P6","OrangeSkirtP6",12,"07082019"
"16868",7501,314,839145,"024410P8","TanSkirtP8",22,"07082019"
"16869",7501,314,839145,"024407P4","PurpleSkirtP4",24,"07082019"
"16870",7501,314,839145,"024201P10","RedCasualJacketP10",2,"07082019"
"16871",7501,314,839145,"024405P8","GreenSkirtP8",1,"07082019"
"16872",7501,314,839145,NA,NA,4,"07082019"
"16873",7501,314,839145,"023805P2","GreenSlacksP2",1,"07082019"
"16874",7501,314,839145,"023807P2","PurpleSlacksP2",1,"07082019"
"16875",7501,314,839145,"024402P10","WhiteSkirtP10",4,"07082019"
"16876",7501,314,839145,NA,NA,2,"07082019"
"16877",7501,314,839145,NA,NA,20,"07082019"
"16878",7501,603,839142,"024009P4","OrangeLeggingsP4",9,"07082019"
"16879",7501,603,839142,"023405P0","GreenDressP0",4,"07082019"
"16880",7501,603,839142,"023602P6","WhiteBlouseP6",4,"07082019"
"16881",7501,603,839142,"024403P6","BlackSkirtP6",2,"07082019"
"16882",7501,603,839142,"023610P6","TanBlouseP6",4,"07082019"
"16883",7501,603,839142,NA,NA,4,"07082019"
"16884",7501,603,839142,"024201P8","RedCasualJacketP8",13,"07082019"
"16885",7501,603,839142,NA,NA,8,"07082019"
"16886",7501,606,839126,"023405P0","GreenDressP0",12,"07082019"
"16887",7501,606,839126,"023407P0","PurpleDressP0",3,"07082019"
"16888",7501,606,839126,"023407P10","PurpleDressP10",20,"07082019"
"16889",7501,606,839126,"024408P6","PinkSkirtP6",12,"07082019"
"16890",7501,606,839126,"024204P6","BlueCasualJacketP6",1,"07082019"
"16891",7501,606,839126,"023810P2","TanSlacksP2",4,"07082019"
"16892",7501,606,839126,"023803P8","BlackSlacksP8",9,"07082019"
"16893",7501,606,839126,"024602P10","WhiteCottonTeeP10",4,"07082019"
"16894",7501,606,839126,NA,NA,4,"07082019"
"16895",7501,606,839126,"023808P6","PinkSlacksP6",4,"07082019"
"16896",7501,606,839126,"024003P10","BlackLeggingsP10",12,"07082019"
"16897",7501,606,839126,NA,NA,4,"07082019"
"16898",7501,606,839126,NA,NA,4,"07082019"
"16899",7501,611,839136,"024403P10","BlackSkirtP10",4,"07082019"
"16900",7501,611,839136,"023408P6","PinkDressP6",4,"07082019"
"16901",7501,611,839136,"023406P0","YellowDressP0",4,"07082019"
"16902",7501,611,839136,"023604P4","BlueBlouseP4",4,"07082019"
"16903",7501,611,839136,NA,NA,2,"07082019"
"16904",7501,611,839136,NA,NA,2,"07082019"
"16905",7501,611,839136,"023610P6","TanBlouseP6",24,"07082019"
"16906",7501,611,839136,"023804P2","BlueSlacksP2",9,"07082019"
"16907",7501,611,839136,NA,NA,3,"07082019"
"16908",7501,611,839136,"023808P6","PinkSlacksP6",4,"07082019"
"16909",7501,611,839136,"024205P0","GreenCasualJacketP0",26,"07082019"
"16910",7501,611,839136,"024003P10","BlackLeggingsP10",80,"07082019"
"16911",7501,611,839136,NA,NA,4,"07082019"
"16912",7501,611,839136,"024003P0","BlackLeggingsP0",4,"07082019"
"16913",7501,614,839118,"023407P6","PurpleDressP6",4,"07082019"
"16914",7501,614,839118,"023408P0","PinkDressP0",10,"07082019"
"16915",7501,614,839118,"023405P8","GreenDressP8",2,"07082019"
"16916",7501,614,839118,"024410P8","TanSkirtP8",15,"07082019"
"16917",7501,614,839118,"023607P2","PurpleBlouseP2",4,"07082019"
"16918",7501,614,839118,"024403P4","BlackSkirtP4",4,"07082019"
"16919",7501,614,839118,"023809P8","OrangeSlacksP8",28,"07082019"
"16920",7501,614,839118,"023610P0","TanBlouseP0",20,"07082019"
"16921",7501,614,839118,"023610P6","TanBlouseP6",8,"07082019"
"16922",7501,614,839118,"023803P8","BlackSlacksP8",27,"07082019"
"16923",7501,614,839118,"023808P6","PinkSlacksP6",8,"07082019"
"16924",7501,614,839118,"024003P10","BlackLeggingsP10",4,"07082019"
"16925",7501,614,839118,"024004P6","BlueLeggingsP6",9,"07082019"
"16926",7501,614,839118,"024401P6","RedSkirtP6",1,"07082019"
"16927",7501,614,839118,NA,NA,4,"07082019"
"16928",7501,617,839149,"024009P4","OrangeLeggingsP4",27,"07082019"
"16929",7501,617,839149,"024404P6","BlueSkirtP6",8,"07082019"
"16930",7501,617,839149,"024007P4","PurpleLeggingsP4",2,"07082019"
"16931",7501,617,839149,"023406P6","YellowDressP6",4,"07082019"
"16932",7501,617,839149,"024409P2","OrangeSkirtP2",4,"07082019"
"16933",7501,617,839149,"024406P10","YellowSkirtP10",31,"07082019"
"16934",7501,617,839149,"024203P6","BlackCasualJacketP6",4,"07082019"
"16935",7501,617,839149,"024403P6","BlackSkirtP6",5,"07082019"
"16936",7501,617,839149,"023610P6","TanBlouseP6",12,"07082019"
"16937",7501,617,839149,"023803P4","BlackSlacksP4",3,"07082019"
"16938",7501,617,839149,"023806P0","YellowSlacksP0",9,"07082019"
"16939",7501,617,839149,"024602P10","WhiteCottonTeeP10",4,"07082019"
"16940",7501,617,839149,"023810P10","TanSlacksP10",4,"07082019"
"16941",7501,617,839149,"024001P4","RedLeggingsP4",24,"07082019"
"16942",7501,617,839149,"024004P0","BlueLeggingsP0",9,"07082019"
"16943",7501,620,839144,"024009P4","OrangeLeggingsP4",9,"07082019"
"16944",7501,620,839144,"023409P6","OrangeDressP6",4,"07082019"
"16945",7501,620,839144,"024407P2","PurpleSkirtP2",4,"07082019"
"16946",7501,620,839144,"023808P6","PinkSlacksP6",12,"07082019"
"16947",7501,620,839144,"023808P10","PinkSlacksP10",11,"07082019"
"16948",7501,620,839144,"023808P4","PinkSlacksP4",17,"07082019"
"16949",7501,620,839144,NA,NA,4,"07082019"
"16950",7501,622,839151,"024202P6","WhiteCasualJacketP6",4,"07082019"
"16951",7501,622,839151,"024407P2","PurpleSkirtP2",16,"07082019"
"16952",7501,622,839151,NA,NA,4,"07082019"
"16953",7501,625,839135,"024210P8","TanCasualJacketP8",20,"07082019"
"16954",7501,625,839135,"023407P10","PurpleDressP10",4,"07082019"
"16955",7501,625,839135,"023404P10","BlueDressP10",1,"07082019"
"16956",7501,625,839135,"024410P4","TanSkirtP4",4,"07082019"
"16957",7501,625,839135,"024407P2","PurpleSkirtP2",8,"07082019"
"16958",7501,625,839135,"024607P2","PurpleCottonTeeP2",4,"07082019"
"16959",7501,625,839135,"024403P4","BlackSkirtP4",4,"07082019"
"16960",7501,625,839135,"024403P6","BlackSkirtP6",1,"07082019"
"16961",7501,625,839135,"024003P10","BlackLeggingsP10",8,"07082019"
"16962",7501,625,839135,"024205P8","GreenCasualJacketP8",9,"07082019"
"16963",7501,627,839117,"023405P4","GreenDressP4",4,"07082019"
"16964",7501,627,839117,"023408P6","PinkDressP6",4,"07082019"
"16965",7501,627,839117,"023601P10","RedBlouseP10",4,"07082019"
"16966",7501,627,839117,"024409P6","OrangeSkirtP6",5,"07082019"
"16967",7501,627,839117,"023602P6","WhiteBlouseP6",4,"07082019"
"16968",7501,627,839117,"023609P0","OrangeBlouseP0",1,"07082019"
"16969",7501,627,839117,"024607P4","PurpleCottonTeeP4",4,"07082019"
"16970",7501,627,839117,"023809P4","OrangeSlacksP4",2,"07082019"
"16971",7501,627,839117,"023610P2","TanBlouseP2",2,"07082019"
"16972",7501,627,839117,"023610P8","TanBlouseP8",1,"07082019"
"16973",7501,627,839117,"024003P10","BlackLeggingsP10",4,"07082019"
"16974",7501,627,839117,NA,NA,4,"07082019"
"16975",7501,804,839155,"023407P10","PurpleDressP10",8,"07082019"
"16976",7501,804,839155,"024408P8","PinkSkirtP8",4,"07082019"
"16977",7501,804,839155,"024602P00","WhiteCottonTeeP00",9,"07082019"
"16978",7501,804,839155,NA,NA,4,"07082019"
"16979",7501,804,839155,"024010P6","TanLeggingsP6",2,"07082019"
"16980",7501,804,839155,"024001P10","RedLeggingsP10",4,"07082019"
"16981",7501,804,839155,"023803P8","BlackSlacksP8",9,"07082019"
"16982",7501,804,839155,"024601P4","RedCottonTeeP4",4,"07082019"
"16983",7501,804,839155,"023808P6","PinkSlacksP6",4,"07082019"
"16984",7501,804,839155,"023808P10","PinkSlacksP10",13,"07082019"
"16985",7501,804,839155,"024204P10","BlueCasualJacketP10",4,"07082019"
"16986",7501,805,839133,"024009P4","OrangeLeggingsP4",18,"07082019"
"16987",7501,805,839133,"024409P0","OrangeSkirtP0",8,"07082019"
"16988",7501,805,839133,"024203P2","BlackCasualJacketP2",9,"07082019"
"16989",7501,805,839133,NA,NA,4,"07082019"
"16990",7501,805,839133,"023809P2","OrangeSlacksP2",28,"07082019"
"16991",7501,805,839133,"023810P2","TanSlacksP2",12,"07082019"
"16992",7501,805,839133,"023610P0","TanBlouseP0",12,"07082019"
"16993",7501,805,839133,"023610P6","TanBlouseP6",12,"07082019"
"16994",7501,805,839133,"024602P10","WhiteCottonTeeP10",4,"07082019"
"16995",7501,805,839133,"023808P8","PinkSlacksP8",9,"07082019"
"16996",7501,805,839133,"024001P4","RedLeggingsP4",8,"07082019"
"16997",7501,805,839133,"024003P10","BlackLeggingsP10",8,"07082019"
"16998",7501,808,839146,"024604P00","BlueCottonTeeP00",4,"07082019"
"16999",7501,808,839146,"024403P4","BlackSkirtP4",4,"07082019"
"17000",7501,808,839146,"023805P6","GreenSlacksP6",9,"07082019"
"17001",7501,808,839146,"023806P0","YellowSlacksP0",9,"07082019"
"17002",7501,808,839146,NA,NA,4,"07082019"
"17003",7501,808,839146,NA,NA,4,"07082019"
"17004",7501,808,839146,"024004P0","BlueLeggingsP0",9,"07082019"
"17005",7501,809,839110,"023401P6","RedDressP6",11,"07082019"
"17006",7501,809,839110,"024210P8","TanCasualJacketP8",24,"07082019"
"17007",7501,809,839110,"023607P2","PurpleBlouseP2",4,"07082019"
"17008",7501,809,839110,"023610P0","TanBlouseP0",4,"07082019"
"17009",7501,809,839110,"023803P8","BlackSlacksP8",9,"07082019"
"17010",7501,809,839110,"023807P6","PurpleSlacksP6",2,"07082019"
"17011",7501,810,839111,"024409P0","OrangeSkirtP0",26,"07082019"
"17012",7501,810,839111,"024410P0","TanSkirtP0",8,"07082019"
"17013",7501,810,839111,"023803P8","BlackSlacksP8",9,"07082019"
"17014",7501,810,839111,"024004P0","BlueLeggingsP0",9,"07082019"
"17015",7501,811,839114,"023407P10","PurpleDressP10",12,"07082019"
"17016",7501,811,839114,"024007P6","PurpleLeggingsP6",5,"07082019"
"17017",7501,811,839114,NA,NA,4,"07082019"
"17018",7501,814,839147,"023406P8","YellowDressP8",3,"07082019"
"17019",7501,814,839147,"023407P10","PurpleDressP10",28,"07082019"
"17020",7501,814,839147,"023410P4","TanDressP4",2,"07082019"
"17021",7501,819,839150,"023403P8","BlackDressP8",4,"07082019"
"17022",7501,819,839150,"023603P6","BlackBlouseP6",1,"07082019"
"17023",7501,819,839150,"023610P10","TanBlouseP10",4,"07082019"
"17024",7501,819,839150,"023803P8","BlackSlacksP8",9,"07082019"
"17025",7501,819,839150,"024003P10","BlackLeggingsP10",4,"07082019"
"17026",7501,819,839150,"024004P0","BlueLeggingsP0",9,"07082019"
"17027",7501,819,839150,"023809P0","OrangeSlacksP0",1,"07082019"
"17028",7501,819,839150,NA,NA,12,"07082019"
"17029",7501,823,839137,"024607P10","PurpleCottonTeeP10",8,"07082019"
"17030",7501,823,839137,"024608P0","PinkCottonTeeP0",1,"07082019"
"17031",7501,823,839137,"024604P10","BlueCottonTeeP10",4,"07082019"
"17032",7501,827,839143,"023401P4","RedDressP4",8,"07082019"
"17033",7501,827,839143,"023401P10","RedDressP10",1,"07082019"
"17034",7501,827,839143,"024210P10","TanCasualJacketP10",14,"07082019"
"17035",7501,827,839143,"024002P0","WhiteLeggingsP0",1,"07082019"
"17036",7501,827,839143,"023803P8","BlackSlacksP8",9,"07082019"
"17037",7501,828,839141,"023405P0","GreenDressP0",4,"07082019"
"17038",7501,828,839141,"023405P4","GreenDressP4",4,"07082019"
"17039",7501,828,839141,"023409P2","OrangeDressP2",8,"07082019"
"17040",7501,828,839141,"024007P0","PurpleLeggingsP0",3,"07082019"
"17041",7501,828,839141,"023403P10","BlackDressP10",5,"07082019"
"17042",7501,828,839141,"023605P8","GreenBlouseP8",2,"07082019"
"17043",7501,828,839141,"024409P6","OrangeSkirtP6",5,"07082019"
"17044",7501,828,839141,"023607P6","PurpleBlouseP6",3,"07082019"
"17045",7501,828,839141,NA,NA,4,"07082019"
"17046",7501,828,839141,"024602P10","WhiteCottonTeeP10",4,"07082019"
"17047",7501,828,839141,"023808P10","PinkSlacksP10",4,"07082019"
"17048",7501,828,839141,"023808P4","PinkSlacksP4",218,"07082019"
"17049",7501,828,839141,"024002P8","WhiteLeggingsP8",4,"07082019"
"17050",7501,905,839124,"023409P2","OrangeDressP2",4,"07082019"
"17051",7501,905,839124,"023403P6","BlackDressP6",1,"07082019"
"17052",7501,905,839124,"023604P10","BlueBlouseP10",2,"07082019"
"17053",7501,905,839124,"023608P8","PinkBlouseP8",5,"07082019"
"17054",7501,905,839124,"023607P2","PurpleBlouseP2",4,"07082019"
"17055",7501,905,839124,"023810P2","TanSlacksP2",4,"07082019"
"17056",7501,905,839124,"023610P6","TanBlouseP6",32,"07082019"
"17057",7501,905,839124,"023610P8","TanBlouseP8",8,"07082019"
"17058",7501,905,839124,NA,NA,1,"07082019"
"17059",7501,908,839128,"023405P0","GreenDressP0",4,"07082019"
"17060",7501,908,839128,"024407P8","PurpleSkirtP8",5,"07082019"
"17061",7501,908,839128,"024604P00","BlueCottonTeeP00",4,"07082019"
"17062",7501,908,839128,"024407P4","PurpleSkirtP4",21,"07082019"
"17063",7501,908,839128,"023607P2","PurpleBlouseP2",4,"07082019"
"17064",7501,908,839128,NA,NA,8,"07082019"
"17065",7501,911,839138,"024408P8","PinkSkirtP8",12,"07082019"
"17066",7501,911,839138,"024409P0","OrangeSkirtP0",5,"07082019"
"17067",7501,911,839138,"024409P6","OrangeSkirtP6",7,"07082019"
"17068",7501,911,839138,"024407P0","PurpleSkirtP0",16,"07082019"
"17069",7501,911,839138,"024406P10","YellowSkirtP10",15,"07082019"
"17070",7501,911,839138,"024410P4","TanSkirtP4",4,"07082019"
"17071",7501,911,839138,"024407P2","PurpleSkirtP2",8,"07082019"
"17072",7501,911,839138,"024407P4","PurpleSkirtP4",17,"07082019"
"17073",7501,911,839138,"023606P8","YellowBlouseP8",4,"07082019"
"17074",7501,911,839138,"023803P8","BlackSlacksP8",9,"07082019"
"17075",7501,911,839138,"024003P10","BlackLeggingsP10",12,"07082019"
"17076",7501,911,839138,"024004P0","BlueLeggingsP0",9,"07082019"
"17077",7501,911,839138,NA,NA,4,"07082019"
"17078",7501,912,839113,"023807P8","PurpleSlacksP8",2,"07082019"
"17079",7501,912,839113,"024210P2","TanCasualJacketP2",19,"07082019"
"17080",7501,913,839125,NA,NA,5,"07082019"
"17081",7501,913,839125,"023803P8","BlackSlacksP8",9,"07082019"
"17082",7501,913,839125,NA,NA,4,"07082019"
"17083",7501,919,839120,"024210P8","TanCasualJacketP8",4,"07082019"
"17084",7501,919,839120,"023407P10","PurpleDressP10",4,"07082019"
"17085",7501,919,839120,"023604P10","BlueBlouseP10",9,"07082019"
"17086",7501,919,839120,"024008P2","PinkLeggingsP2",1,"07082019"
"17087",7501,919,839120,"024601P00","RedCottonTeeP00",4,"07082019"
"17088",7501,919,839120,"024203P6","BlackCasualJacketP6",4,"07082019"
"17089",7501,919,839120,"023809P2","OrangeSlacksP2",4,"07082019"
"17090",7501,919,839120,"023610P0","TanBlouseP0",4,"07082019"
"17091",7501,919,839120,"023610P6","TanBlouseP6",8,"07082019"
"17092",7501,919,839120,"024401P0","RedSkirtP0",4,"07082019"
"17093",7501,919,839120,"024003P2","BlackLeggingsP2",26,"07082019"
"17094",7501,920,839129,"023405P0","GreenDressP0",4,"07082019"
"17095",7501,920,839129,"023404P10","BlueDressP10",3,"07082019"
"17096",7501,920,839129,"024406P10","YellowSkirtP10",11,"07082019"
"17097",7501,920,839129,"023606P4","YellowBlouseP4",4,"07082019"
"17098",7501,920,839129,"023809P2","OrangeSlacksP2",8,"07082019"
"17099",7501,920,839129,NA,NA,9,"07082019"
"17100",7501,920,839129,"024002P6","WhiteLeggingsP6",1,"07082019"
"17101",7501,1103,839156,"023408P0","PinkDressP0",51,"07082019"
"17102",7501,1103,839156,"024407P10","PurpleSkirtP10",3,"07082019"
"17103",7501,1103,839156,"023606P10","YellowBlouseP10",9,"07082019"
"17104",7501,1103,839156,"024002P4","WhiteLeggingsP4",4,"07082019"
"17105",7501,1104,839122,"023407P0","PurpleDressP0",2,"07082019"
"17106",7501,1104,839122,"023408P10","PinkDressP10",4,"07082019"
"17107",7501,1104,839122,"024407P4","PurpleSkirtP4",7,"07082019"
"17108",7501,1104,839122,"023810P2","TanSlacksP2",4,"07082019"
"17109",7501,1104,839122,"023610P6","TanBlouseP6",16,"07082019"
"17110",7501,1104,839122,"023801P8","RedSlacksP8",80,"07082019"
"17111",7501,1104,839122,"023808P6","PinkSlacksP6",4,"07082019"
"17112",7501,1105,839131,"023408P0","PinkDressP0",52,"07082019"
"17113",7501,1105,839131,"023404P2","BlueDressP2",1,"07082019"
"17114",7501,1105,839131,"023601P0","RedBlouseP0",31,"07082019"
"17115",7501,1105,839131,"024406P10","YellowSkirtP10",14,"07082019"
"17116",7501,1105,839131,"023608P10","PinkBlouseP10",4,"07082019"
"17117",7501,1105,839131,"023607P2","PurpleBlouseP2",20,"07082019"
"17118",7501,1105,839131,"023809P2","OrangeSlacksP2",12,"07082019"
"17119",7501,1105,839131,"023810P2","TanSlacksP2",4,"07082019"
"17120",7501,1105,839131,"023805P8","GreenSlacksP8",23,"07082019"
"17121",7501,1105,839131,"023808P6","PinkSlacksP6",4,"07082019"
"17122",7501,1105,839131,NA,NA,2,"07082019"
"17123",7501,1105,839131,"024010P4","TanLeggingsP4",42,"07082019"
"17124",7501,1105,839131,"024010P10","TanLeggingsP10",4,"07082019"
"17125",7501,1105,839131,"024201P0","RedCasualJacketP0",64,"07082019"
"17126",7501,1105,839131,"024205P0","GreenCasualJacketP0",12,"07082019"
"17127",7501,1105,839131,"024003P10","BlackLeggingsP10",8,"07082019"
"17128",7501,1105,839131,"024004P0","BlueLeggingsP0",9,"07082019"
"17129",7501,1105,839131,"023809P0","OrangeSlacksP0",8,"07082019"
"17130",7501,1105,839131,NA,NA,4,"07082019"
"17131",7501,1106,839152,"024203P8","BlackCasualJacketP8",4,"07082019"
"17132",7501,1106,839152,"023809P2","OrangeSlacksP2",12,"07082019"
"17133",7501,1106,839152,"023610P0","TanBlouseP0",8,"07082019"
"17134",7501,1106,839152,"023610P6","TanBlouseP6",24,"07082019"
"17135",7501,1106,839152,"023803P8","BlackSlacksP8",9,"07082019"
"17136",7501,1106,839152,"023806P6","YellowSlacksP6",4,"07082019"
"17137",7501,1106,839152,"024001P0","RedLeggingsP0",4,"07082019"
"17138",7501,1106,839152,"024003P10","BlackLeggingsP10",36,"07082019"
"17139",7501,1106,839152,"024004P0","BlueLeggingsP0",9,"07082019"
"17140",7501,1106,839152,"024401P8","RedSkirtP8",8,"07082019"
"17141",7501,1107,839115,"023401P6","RedDressP6",6,"07082019"
"17142",7501,1107,839115,"023405P0","GreenDressP0",12,"07082019"
"17143",7501,1107,839115,"023407P10","PurpleDressP10",8,"07082019"
"17144",7501,1107,839115,"023403P8","BlackDressP8",16,"07082019"
"17145",7501,1107,839115,"024407P2","PurpleSkirtP2",8,"07082019"
"17146",7501,1107,839115,"024607P2","PurpleCottonTeeP2",4,"07082019"
"17147",7501,1107,839115,"024403P4","BlackSkirtP4",4,"07082019"
"17148",7501,1107,839115,"023809P2","OrangeSlacksP2",28,"07082019"
"17149",7501,1107,839115,"023610P0","TanBlouseP0",48,"07082019"
"17150",7501,1107,839115,"023803P8","BlackSlacksP8",9,"07082019"
"17151",7501,1107,839115,NA,NA,4,"07082019"
"17152",7501,1107,839115,"024001P0","RedLeggingsP0",8,"07082019"
"17153",7501,1114,839112,"024009P4","OrangeLeggingsP4",27,"07082019"
"17154",7501,1114,839112,"024009P8","OrangeLeggingsP8",9,"07082019"
"17155",7501,1114,839112,"024210P8","TanCasualJacketP8",4,"07082019"
"17156",7501,1114,839112,"024407P0","PurpleSkirtP0",8,"07082019"
"17157",7501,1114,839112,"024403P4","BlackSkirtP4",4,"07082019"
"17158",7501,1114,839112,"024608P0","PinkCottonTeeP0",1,"07082019"
"17159",7501,1114,839112,"024604P8","BlueCottonTeeP8",1,"07082019"
"17160",7501,1114,839112,"023610P0","TanBlouseP0",8,"07082019"
"17161",7501,1114,839112,"023803P8","BlackSlacksP8",18,"07082019"
"17162",7501,1114,839112,"023808P6","PinkSlacksP6",20,"07082019"
"17163",7501,1114,839112,"024003P10","BlackLeggingsP10",24,"07082019"
"17164",7501,1114,839112,"024006P2","YellowLeggingsP2",4,"07082019"
"17165",7501,1115,839116,"024406P10","YellowSkirtP10",9,"07082019"
"17166",7501,1115,839116,"023606P6","YellowBlouseP6",12,"07082019"
"17167",7501,1115,839116,NA,NA,4,"07082019"
"17168",7501,1115,839116,"023807P6","PurpleSlacksP6",8,"07082019"
"17169",7501,1115,839116,"024007P6","PurpleLeggingsP6",16,"07082019"
"17170",7501,1117,839121,"024210P8","TanCasualJacketP8",4,"07082019"
"17171",7501,1117,839121,"023405P0","GreenDressP0",8,"07082019"
"17172",7501,1117,839121,"023407P8","PurpleDressP8",2,"07082019"
"17173",7501,1117,839121,"024407P0","PurpleSkirtP0",4,"07082019"
"17174",7501,1117,839121,"024410P4","TanSkirtP4",4,"07082019"
"17175",7501,1117,839121,"023608P10","PinkBlouseP10",4,"07082019"
"17176",7501,1117,839121,"023607P4","PurpleBlouseP4",9,"07082019"
"17177",7501,1117,839121,"023809P2","OrangeSlacksP2",28,"07082019"
"17178",7501,1117,839121,"023610P0","TanBlouseP0",12,"07082019"
"17179",7501,1117,839121,"023803P8","BlackSlacksP8",9,"07082019"
"17180",7501,1117,839121,"023804P4","BlueSlacksP4",1,"07082019"
"17181",7501,1117,839121,"023808P6","PinkSlacksP6",12,"07082019"
"17182",7501,1117,839121,"023808P10","PinkSlacksP10",28,"07082019"
"17183",7501,1117,839121,"024001P6","RedLeggingsP6",10,"07082019"
"17184",7501,1117,839121,"024002P10","WhiteLeggingsP10",2,"07082019"
"17185",7501,1117,839121,NA,NA,8,"07082019"
"17186",701,1415,839446,NA,NA,4,"07092019"
"17187",701,1415,839446,NA,NA,4,"07092019"
"17188",701,1415,839446,NA,NA,4,"07092019"
"17189",701,1415,839446,"023803P8","BlackSlacksP8",3,"07092019"
"17190",701,1415,839446,"024603P6","BlackCottonTeeP6",12,"07092019"
"17191",701,1415,839446,"024204P10","BlueCasualJacketP10",4,"07092019"
"17192",701,1415,839446,"024201P6","RedCasualJacketP6",32,"07092019"
"17193",701,1415,839446,"024201P8","RedCasualJacketP8",20,"07092019"
"17194",701,1415,839446,"024003P10","BlackLeggingsP10",4,"07092019"
"17195",701,1415,839446,"024205P2","GreenCasualJacketP2",4,"07092019"
"17196",701,1415,839446,"024205P10","GreenCasualJacketP10",48,"07092019"
"17197",701,1415,839446,NA,NA,4,"07092019"
"17198",701,1416,839454,"024406P8","YellowSkirtP8",29,"07092019"
"17199",701,1416,839454,"023601P0","RedBlouseP0",2,"07092019"
"17200",701,1416,839454,"023803P6","BlackSlacksP6",4,"07092019"
"17201",701,1416,839454,"024604P10","BlueCottonTeeP10",4,"07092019"
"17202",701,1416,839454,"024010P4","TanLeggingsP4",12,"07092019"
"17203",701,1416,839454,"024006P2","YellowLeggingsP2",16,"07092019"
"17204",701,1416,839454,NA,NA,6,"07092019"
"17205",701,1416,839454,"024210P6","TanCasualJacketP6",54,"07092019"
"17206",701,1503,839444,"024210P8","TanCasualJacketP8",8,"07092019"
"17207",701,1503,839444,"024006P10","YellowLeggingsP10",4,"07092019"
"17208",701,1503,839444,"024606P6","YellowCottonTeeP6",16,"07092019"
"17209",701,1503,839444,"024606P8","YellowCottonTeeP8",8,"07092019"
"17210",701,1503,839444,NA,NA,1,"07092019"
"17211",701,1503,839444,"024608P0","PinkCottonTeeP0",3,"07092019"
"17212",701,1503,839444,NA,NA,4,"07092019"
"17213",701,1504,839450,"024009P4","OrangeLeggingsP4",6,"07092019"
"17214",701,1504,839450,"024210P10","TanCasualJacketP10",6,"07092019"
"17215",701,1504,839450,"023407P10","PurpleDressP10",4,"07092019"
"17216",701,1504,839450,"024403P4","BlackSkirtP4",4,"07092019"
"17217",701,1504,839450,NA,NA,4,"07092019"
"17218",701,1504,839450,"023809P0","OrangeSlacksP0",16,"07092019"
"17219",701,1504,839450,NA,NA,4,"07092019"
"17220",701,1510,839441,"024009P4","OrangeLeggingsP4",3,"07092019"
"17221",701,1510,839441,"024210P8","TanCasualJacketP8",8,"07092019"
"17222",701,1510,839441,"023405P2","GreenDressP2",19,"07092019"
"17223",701,1510,839441,"023408P0","PinkDressP0",21,"07092019"
"17224",701,1510,839441,"023409P8","OrangeDressP8",1,"07092019"
"17225",701,1510,839441,"023604P6","BlueBlouseP6",1,"07092019"
"17226",701,1510,839441,"024405P4","GreenSkirtP4",8,"07092019"
"17227",701,1510,839441,"023801P4","RedSlacksP4",2,"07092019"
"17228",701,1510,839441,"023801P6","RedSlacksP6",4,"07092019"
"17229",701,1510,839441,"023803P6","BlackSlacksP6",4,"07092019"
"17230",701,1510,839441,"023807P0","PurpleSlacksP0",4,"07092019"
"17231",701,1510,839441,"024601P4","RedCottonTeeP4",12,"07092019"
"17232",701,1510,839441,"024601P6","RedCottonTeeP6",5,"07092019"
"17233",701,1510,839441,"024602P0","WhiteCottonTeeP0",8,"07092019"
"17234",701,1510,839441,"024602P4","WhiteCottonTeeP4",8,"07092019"
"17235",701,1510,839441,NA,NA,2,"07092019"
"17236",701,1510,839441,NA,NA,4,"07092019"
"17237",701,1510,839441,NA,NA,4,"07092019"
"17238",701,1511,839456,"024210P8","TanCasualJacketP8",4,"07092019"
"17239",701,1511,839456,"024608P2","PinkCottonTeeP2",4,"07092019"
"17240",701,1511,839456,"024010P8","TanLeggingsP8",1,"07092019"
"17241",701,1511,839456,"024201P10","RedCasualJacketP10",1,"07092019"
"17242",701,1511,839456,NA,NA,4,"07092019"
"17243",701,1511,839456,"024604P10","BlueCottonTeeP10",12,"07092019"
"17244",701,1511,839456,"024605P0","GreenCottonTeeP0",4,"07092019"
"17245",701,1517,839455,"024009P4","OrangeLeggingsP4",15,"07092019"
"17246",701,1517,839455,"024404P0","BlueSkirtP0",2,"07092019"
"17247",701,1517,839455,"023405P10","GreenDressP10",4,"07092019"
"17248",701,1517,839455,"023406P0","YellowDressP0",1,"07092019"
"17249",701,1517,839455,"023605P0","GreenBlouseP0",4,"07092019"
"17250",701,1517,839455,"024601P00","RedCottonTeeP00",4,"07092019"
"17251",701,1517,839455,"024607P6","PurpleCottonTeeP6",4,"07092019"
"17252",701,1517,839455,"024205P8","GreenCasualJacketP8",21,"07092019"
"17253",701,1517,839455,NA,NA,20,"07092019"
"17254",701,1517,839455,NA,NA,12,"07092019"
